loss,accuracy,val_loss,val_accuracy
3.248354911804199,0.13711538910865784,3.235100746154785,0.17628204822540283
3.1523191928863525,0.3292692303657532,3.097195863723755,0.23397435247898102
2.8646280765533447,0.4120769202709198,2.829523801803589,0.23397435247898102
2.4557178020477295,0.45365384221076965,2.597435474395752,0.24519230425357819
2.0843911170959473,0.5162307620048523,2.449528932571411,0.3253205120563507
1.8011271953582764,0.5671153664588928,2.393385887145996,0.35737180709838867
1.5896192789077759,0.6072692275047302,2.3944318294525146,0.3589743673801422
1.4241875410079956,0.636269211769104,2.4379844665527344,0.36538460850715637
1.2922450304031372,0.6632307767868042,2.4741084575653076,0.39423078298568726
1.1921212673187256,0.6818076968193054,2.570726156234741,0.3958333432674408
1.110738754272461,0.6949999928474426,2.6317031383514404,0.3830128312110901
1.0425177812576294,0.7108461260795593,2.7210404872894287,0.38141027092933655
0.9909136891365051,0.7214615345001221,2.787061929702759,0.3958333432674408
0.9483169317245483,0.7328461408615112,2.851529359817505,0.3910256326198578
