accuracy,loss,val_accuracy,val_loss
0.05426923185586929,3.2567927837371826,0.05288461595773697,3.2498717308044434
0.15803846716880798,3.013474225997925,0.19391025602817535,2.756394147872925
0.2545769214630127,2.421633720397949,0.2163461595773697,2.562363386154175
0.31753847002983093,2.164034843444824,0.26121795177459717,2.5345680713653564
0.36500000953674316,2.0243494510650635,0.2660256326198578,2.5040996074676514
0.3976922929286957,1.9043045043945312,0.2740384638309479,2.505964756011963
0.43203845620155334,1.7888206243515015,0.29006409645080566,2.5101490020751953
0.4701538383960724,1.6819061040878296,0.3125,2.533222198486328
0.4975000023841858,1.5899559259414673,0.31891027092933655,2.522287130355835
0.5245000123977661,1.5072121620178223,0.3285256326198578,2.525041103363037
0.5489615201950073,1.4277173280715942,0.3333333432674408,2.4809820652008057
0.5759230852127075,1.353508710861206,0.3461538553237915,2.4362618923187256
0.6001923084259033,1.285279393196106,0.34455129504203796,2.373342990875244
0.6205769181251526,1.2214502096176147,0.34455129504203796,2.3898987770080566
0.6400384902954102,1.1609759330749512,0.3782051205635071,2.394388198852539
0.6541153788566589,1.1064940690994263,0.3910256326198578,2.3164970874786377
0.6708846092224121,1.0585819482803345,0.3798076808452606,2.326686382293701
0.6835769414901733,1.0155246257781982,0.3830128312110901,2.2995712757110596
0.6946923136711121,0.9744922518730164,0.4038461446762085,2.2529208660125732
0.7082692384719849,0.942389726638794,0.41826921701431274,2.20841121673584
0.7181922793388367,0.9022077322006226,0.41506409645080566,2.1937737464904785
0.7278077006340027,0.8787539601325989,0.4166666567325592,2.2175214290618896
0.7361922860145569,0.852256178855896,0.42307692766189575,2.195568323135376
0.7426922917366028,0.8232353925704956,0.4214743673801422,2.2077155113220215
0.751153826713562,0.8008167147636414,0.4326923191547394,2.204133987426758
0.7563461661338806,0.7860186100006104,0.44391027092933655,2.1380152702331543
0.7624615430831909,0.7600345611572266,0.44711539149284363,2.155857563018799
0.7674999833106995,0.744037389755249,0.4535256326198578,2.0940377712249756
0.7752307653427124,0.7235182523727417,0.4455128312110901,2.160748243331909
0.7798461318016052,0.7093361020088196,0.4615384638309479,2.076110601425171
0.7889615297317505,0.6881716847419739,0.46794870495796204,2.122023105621338
0.7891153693199158,0.6733380556106567,0.4743589758872986,2.0594234466552734
0.7947307825088501,0.6577258110046387,0.48076921701431274,2.0843019485473633
0.7958077192306519,0.653632640838623,0.4743589758872986,2.0971028804779053
0.8043845891952515,0.6368557214736938,0.4919871687889099,2.0280187129974365
0.8053461313247681,0.6223039031028748,0.4919871687889099,2.0648648738861084
0.8108077049255371,0.6140651702880859,0.49839743971824646,2.0276360511779785
0.8141538500785828,0.6003369688987732,0.4919871687889099,2.0474777221679688
0.8163076639175415,0.5928815007209778,0.49358972907066345,2.0454976558685303
0.8216922879219055,0.5838584303855896,0.49839743971824646,2.009394884109497
0.8227307796478271,0.5712220668792725,0.5128205418586731,2.005587339401245
0.8268846273422241,0.5639734268188477,0.504807710647583,2.0389676094055176
0.828000009059906,0.5531876683235168,0.5128205418586731,2.0305161476135254
0.8312692046165466,0.547439455986023,0.5176281929016113,2.0043482780456543
0.836961567401886,0.5362658500671387,0.5128205418586731,2.0605244636535645
0.8371154069900513,0.5323839783668518,0.5304487347602844,1.9985640048980713
0.8397307395935059,0.5195753574371338,0.5240384340286255,2.041494846343994
0.8398076891899109,0.5142056941986084,0.5256410241127014,2.0602855682373047
0.8433076739311218,0.5064845085144043,0.5352563858032227,1.973625898361206
0.8469615578651428,0.5017662048339844,0.5352563858032227,2.0413644313812256
0.8483461737632751,0.49308040738105774,0.5400640964508057,1.9680744409561157
0.8500769138336182,0.48604974150657654,0.5304487347602844,2.0351903438568115
0.8508846163749695,0.4857652485370636,0.5400640964508057,2.0228123664855957
0.8545769453048706,0.4770926833152771,0.5384615659713745,1.998927116394043
0.8563461303710938,0.46825864911079407,0.5432692170143127,2.0385186672210693
0.8593077063560486,0.46212032437324524,0.5657051205635071,1.948448896408081
0.8585768938064575,0.45696860551834106,0.5480769276618958,1.9952526092529297
0.8617692589759827,0.4544953405857086,0.5480769276618958,1.953009843826294
0.8647307753562927,0.44350406527519226,0.5544871687889099,1.9798362255096436
0.8663461804389954,0.44114527106285095,0.5464743375778198,1.9922717809677124
0.8639615178108215,0.4425102174282074,0.5592948794364929,1.9889580011367798
0.8681538701057434,0.4281715452671051,0.5592948794364929,2.0047876834869385
0.871423065662384,0.4253433048725128,0.5625,1.927157998085022
0.8715000152587891,0.42307591438293457,0.5721153616905212,1.9830806255340576
0.8721153736114502,0.4183332622051239,0.5641025900840759,2.0252676010131836
0.8733845949172974,0.41395699977874756,0.5625,2.012056350708008
0.8740000128746033,0.4105429947376251,0.567307710647583,2.0194053649902344
0.8770769238471985,0.403350293636322,0.5592948794364929,2.0346333980560303
0.8775384426116943,0.3996954560279846,0.567307710647583,1.9726297855377197
0.8815768957138062,0.3955118954181671,0.5657051205635071,2.0013012886047363
0.8803461790084839,0.3916466534137726,0.5705128312110901,1.9702813625335693
