epoch,accuracy,loss,val_accuracy,val_loss
0,0.025807691738009453,3.2580931186676025,0.044871795922517776,3.2580881118774414
1,0.026000000536441803,3.2580864429473877,0.04326923191547394,3.258085012435913
2,0.026923077180981636,3.2580811977386475,0.048076923936605453,3.258082151412964
3,0.02788461558520794,3.258073568344116,0.048076923936605453,3.258079767227173
4,0.029730768874287605,3.258068323135376,0.044871795922517776,3.25807785987854
5,0.03157692402601242,3.2580652236938477,0.044871795922517776,3.258075714111328
6,0.033038459718227386,3.2580597400665283,0.044871795922517776,3.2580742835998535
7,0.03507692366838455,3.2580535411834717,0.048076923936605453,3.2580721378326416
8,0.03673077002167702,3.2580506801605225,0.044871795922517776,3.258070468902588
9,0.038615383207798004,3.2580459117889404,0.044871795922517776,3.258068323135376
10,0.038846153765916824,3.258042573928833,0.044871795922517776,3.258066415786743
11,0.03999999910593033,3.25803804397583,0.046474359929561615,3.2580647468566895
12,0.04119230806827545,3.2580366134643555,0.046474359929561615,3.2580630779266357
13,0.04161538556218147,3.25803279876709,0.048076923936605453,3.258060932159424
14,0.04176923260092735,3.2580299377441406,0.046474359929561615,3.258059501647949
15,0.04326923191547394,3.258025646209717,0.04326923191547394,3.2580573558807373
16,0.04349999874830246,3.258023500442505,0.0416666679084301,3.2580559253692627
17,0.04342307522892952,3.258021831512451,0.044871795922517776,3.258054494857788
18,0.0443461537361145,3.258018732070923,0.04326923191547394,3.2580528259277344
19,0.04457692429423332,3.2580180168151855,0.044871795922517776,3.258051633834839
20,0.045384615659713745,3.258014440536499,0.046474359929561615,3.258049964904785
21,0.045653846114873886,3.2580134868621826,0.048076923936605453,3.2580485343933105
22,0.04634615406394005,3.258009672164917,0.046474359929561615,3.258047103881836
23,0.04650000110268593,3.2580080032348633,0.046474359929561615,3.2580456733703613
24,0.04653846099972725,3.2580044269561768,0.046474359929561615,3.2580440044403076
25,0.04692307859659195,3.2580020427703857,0.044871795922517776,3.2580435276031494
26,0.04749999940395355,3.258002758026123,0.044871795922517776,3.258043050765991
27,0.04776922985911369,3.257998466491699,0.0416666679084301,3.258042335510254
28,0.048307690769433975,3.2579963207244873,0.04326923191547394,3.2580416202545166
29,0.048500001430511475,3.2579925060272217,0.04006410390138626,3.2580406665802
30,0.04926922917366028,3.257992744445801,0.04326923191547394,3.2580392360687256
31,0.04992307722568512,3.2579901218414307,0.04006410390138626,3.258037805557251
32,0.04961538314819336,3.2579870223999023,0.03846153989434242,3.2580366134643555
33,0.04965384677052498,3.2579848766326904,0.036858975887298584,3.25803542137146
34,0.05023076757788658,3.257985830307007,0.036858975887298584,3.2580342292785645
35,0.0502692312002182,3.257983684539795,0.036858975887298584,3.25803279876709
36,0.05050000175833702,3.2579822540283203,0.036858975887298584,3.258031129837036
37,0.05057692155241966,3.2579801082611084,0.04006410390138626,3.2580299377441406
38,0.050923075526952744,3.2579784393310547,0.04006410390138626,3.258028507232666
39,0.051307693123817444,3.2579774856567383,0.044871795922517776,3.2580270767211914
40,0.051153846085071564,3.2579753398895264,0.044871795922517776,3.258025884628296
41,0.051153846085071564,3.25797438621521,0.04326923191547394,3.2580244541168213
42,0.051153846085071564,3.257974147796631,0.0416666679084301,3.258023500442505
43,0.05111538618803024,3.2579729557037354,0.0416666679084301,3.2580220699310303
44,0.051153846085071564,3.25797176361084,0.0416666679084301,3.2580206394195557
45,0.051423076540231705,3.2579684257507324,0.0416666679084301,3.2580201625823975
46,0.051384616643190384,3.2579708099365234,0.04006410390138626,3.258018970489502
47,0.051230769604444504,3.2579686641693115,0.0416666679084301,3.2580175399780273
48,0.051615383476018906,3.2579658031463623,0.0416666679084301,3.25801682472229
49,0.051615383476018906,3.257964611053467,0.04006410390138626,3.2580158710479736
50,0.052000001072883606,3.257964611053467,0.03846153989434242,3.2580153942108154
51,0.05188461393117905,3.2579634189605713,0.036858975887298584,3.258014440536499
52,0.051576923578977585,3.2579617500305176,0.03846153989434242,3.2580134868621826
53,0.051923077553510666,3.257965087890625,0.04006410390138626,3.258012533187866
54,0.05196153745055199,3.257962703704834,0.04006410390138626,3.258011817932129
55,0.05188461393117905,3.2579612731933594,0.04006410390138626,3.2580111026763916
56,0.051615383476018906,3.257960081100464,0.04006410390138626,3.2580106258392334
57,0.05111538618803024,3.257960319519043,0.04006410390138626,3.2580103874206543
58,0.050999999046325684,3.257960081100464,0.0416666679084301,3.258009672164917
59,0.05111538618803024,3.257957935333252,0.0416666679084301,3.258009672164917
60,0.0508461520075798,3.2579567432403564,0.04006410390138626,3.258009195327759
61,0.05096153914928436,3.25795578956604,0.03846153989434242,3.2580087184906006
62,0.051076922565698624,3.257956027984619,0.03846153989434242,3.2580084800720215
63,0.050999999046325684,3.2579565048217773,0.04006410390138626,3.2580082416534424
64,0.051076922565698624,3.2579548358917236,0.0416666679084301,3.258007764816284
65,0.051076922565698624,3.257953643798828,0.0416666679084301,3.258007287979126
