epoch,accuracy,loss,val_accuracy,val_loss
0,0.0734114721417427,3.238586187362671,0.21153846383094788,3.0332133769989014
1,0.3088371455669403,2.4212698936462402,0.3253205120563507,2.3197247982025146
2,0.40607649087905884,1.985841155052185,0.4038461446762085,2.2783265113830566
3,0.4496452808380127,1.828366994857788,0.38942307233810425,2.2138118743896484
4,0.4752853214740753,1.7544265985488892,0.4166666567325592,2.170938014984131
5,0.49622148275375366,1.6769644021987915,0.4006410241127014,2.134014129638672
6,0.5182757377624512,1.6046065092086792,0.43108972907066345,2.0781755447387695
7,0.5425277352333069,1.5414783954620361,0.4455128312110901,2.079645872116089
8,0.5635024905204773,1.4738876819610596,0.44871795177459717,1.9500457048416138
9,0.5874460339546204,1.413663387298584,0.49038460850715637,1.8388803005218506
10,0.6074568033218384,1.3405978679656982,0.4871794879436493,1.8094083070755005
11,0.6251541972160339,1.2841213941574097,0.5,1.7949755191802979
12,0.6495218873023987,1.2158578634262085,0.5240384340286255,1.6825534105300903
13,0.666563868522644,1.1548842191696167,0.5368589758872986,1.672215223312378
