epoch,accuracy,loss,val_accuracy,val_loss
0,0.07307692617177963,3.251509189605713,0.04326923191547394,3.256694793701172
1,0.08950000256299973,3.221721887588501,0.06891025602817535,3.2367682456970215
2,0.10634615272283554,3.189464807510376,0.09134615212678909,3.212895154953003
3,0.13076923787593842,3.15151047706604,0.11057692021131516,3.18878436088562
4,0.161307692527771,3.1058499813079834,0.13141025602817535,3.154259443283081
5,0.20073077082633972,3.0493316650390625,0.15224358439445496,3.113067150115967
6,0.24346153438091278,2.985041379928589,0.17147435247898102,3.068233013153076
7,0.28907692432403564,2.9134111404418945,0.18910256028175354,3.021151304244995
8,0.33153846859931946,2.83443284034729,0.2083333283662796,2.9687628746032715
9,0.37334614992141724,2.747509717941284,0.23076923191547394,2.910194158554077
10,0.41373077034950256,2.6522207260131836,0.23878204822540283,2.845703363418579
11,0.4527692198753357,2.550133466720581,0.26442307233810425,2.7811808586120605
12,0.48865383863449097,2.4438066482543945,0.2756410241127014,2.7153468132019043
13,0.5209615230560303,2.3338875770568848,0.28205129504203796,2.6494860649108887
14,0.5506153702735901,2.2220821380615234,0.29487180709838867,2.5815465450286865
15,0.5765384435653687,2.11000919342041,0.2964743673801422,2.5182814598083496
16,0.6003845930099487,1.9988735914230347,0.30288460850715637,2.459972381591797
17,0.6220769286155701,1.8910186290740967,0.30288460850715637,2.403676986694336
18,0.6384615302085876,1.7872941493988037,0.31410256028175354,2.3500757217407227
19,0.6542307734489441,1.6889564990997314,0.3173076808452606,2.3016088008880615
20,0.6691923141479492,1.5986775159835815,0.31891027092933655,2.2589213848114014
21,0.6823846101760864,1.5123897790908813,0.33012819290161133,2.2201027870178223
22,0.6950384378433228,1.4343976974487305,0.34455129504203796,2.1872735023498535
