loss,accuracy,val_loss,val_accuracy
3.2568254470825195,0.04953846335411072,3.2468254566192627,0.12339743226766586
2.967362403869629,0.16469231247901917,2.7302112579345703,0.16826923191547394
2.347855567932129,0.2771538496017456,2.725605010986328,0.19711539149284363
2.124138116836548,0.33842307329177856,2.7175207138061523,0.20673076808452606
1.9781420230865479,0.3858846127986908,2.7662556171417236,0.2419871836900711
1.8424484729766846,0.4307692348957062,2.769026279449463,0.25641027092933655
1.7183916568756104,0.46834614872932434,2.8210654258728027,0.24358974397182465
1.6025640964508057,0.5026153922080994,2.881572723388672,0.2788461446762085
1.5024160146713257,0.5346922874450684,2.8917460441589355,0.28525641560554504
1.4102305173873901,0.563076913356781,2.929868221282959,0.2836538553237915
1.3264442682266235,0.592269241809845,2.8870766162872314,0.31410256028175354
1.254446029663086,0.6165769100189209,2.888129711151123,0.29807692766189575
