epoch,accuracy,loss,val_accuracy,val_loss
0,0.1576923131942749,3.2495462894439697,0.16987179219722748,3.2454490661621094
1,0.2731538414955139,3.177847146987915,0.15064102411270142,3.171257734298706
2,0.24230769276618958,2.910719394683838,0.14262820780277252,3.0429365634918213
3,0.3040769100189209,2.5918567180633545,0.15544871985912323,3.0141072273254395
4,0.35965386033058167,2.370250701904297,0.16506409645080566,3.069004535675049
5,0.40184614062309265,2.2202908992767334,0.16506409645080566,3.129810333251953
6,0.4335384666919708,2.1063451766967773,0.18589743971824646,3.2131266593933105
7,0.45461538434028625,2.0091638565063477,0.18269230425357819,3.2432637214660645
8,0.4749230742454529,1.922507405281067,0.18269230425357819,3.2917323112487793
9,0.5001922845840454,1.843571662902832,0.1794871836900711,3.321430206298828
10,0.5137692093849182,1.7707056999206543,0.17788460850715637,3.330418109893799
