loss,accuracy,val_loss,val_accuracy
3.247197389602661,0.14350000023841858,3.2298386096954346,0.1875
3.142178535461426,0.30607691407203674,3.0646607875823975,0.29487180709838867
2.832071304321289,0.40888461470603943,2.7531137466430664,0.3125
2.406357526779175,0.47280770540237427,2.489976406097412,0.2884615361690521
2.0255346298217773,0.5371922850608826,2.3203532695770264,0.34775641560554504
1.7427490949630737,0.5782307982444763,2.2627077102661133,0.3493589758872986
1.5318779945373535,0.6204615235328674,2.2411611080169678,0.36538460850715637
1.3737454414367676,0.6473461389541626,2.2834794521331787,0.36858972907066345
1.254564881324768,0.6690384745597839,2.324061155319214,0.38942307233810425
1.1613566875457764,0.6866538524627686,2.3646273612976074,0.4038461446762085
1.0845158100128174,0.7017307877540588,2.4741270542144775,0.39423078298568726
1.0230047702789307,0.713692307472229,2.528900623321533,0.4006410241127014
0.9757592678070068,0.7242692112922668,2.6119868755340576,0.38942307233810425
0.9311959743499756,0.7354230880737305,2.721892833709717,0.40544870495796204
0.8907523155212402,0.7445769309997559,2.779313802719116,0.39262819290161133
