loss,accuracy,val_loss,val_accuracy
3.243184804916382,0.1268846094608307,3.2211291790008545,0.1746794879436493
3.1083388328552246,0.30130767822265625,3.021777868270874,0.23557692766189575
2.7379798889160156,0.4298076927661896,2.6880266666412354,0.26923078298568726
2.279428720474243,0.5222307443618774,2.4375431537628174,0.2996794879436493
1.9020593166351318,0.5900769233703613,2.313408613204956,0.34775641560554504
1.6236701011657715,0.6384615302085876,2.2669670581817627,0.3830128312110901
1.4182872772216797,0.673153817653656,2.2912046909332275,0.3830128312110901
1.2614704370498657,0.696384608745575,2.3573923110961914,0.38621795177459717
1.141605019569397,0.7161153554916382,2.443213939666748,0.4038461446762085
1.0480479001998901,0.7301538586616516,2.5247371196746826,0.4118589758872986
0.9731910824775696,0.7431923151016235,2.6538069248199463,0.4118589758872986
0.912872850894928,0.7575769424438477,2.70939040184021,0.4118589758872986
0.8641313314437866,0.7662307620048523,2.8622589111328125,0.4118589758872986
0.8242712616920471,0.7738461494445801,2.977083921432495,0.4038461446762085
