epoch,accuracy,loss,val_accuracy,val_loss
0,0.03700000047683716,3.260228157043457,0.03846153989434242,3.258920431137085
1,0.03849999979138374,3.2600555419921875,0.03846153989434242,3.25946307182312
2,0.03846153989434242,3.259838342666626,0.03846153989434242,3.2593841552734375
3,0.035538461059331894,3.2602667808532715,0.03846153989434242,3.2591047286987305
4,0.03715384751558304,3.2601475715637207,0.03846153989434242,3.2587978839874268
5,0.03773076832294464,3.259899854660034,0.03846153989434242,3.259342670440674
6,0.039153847843408585,3.2603068351745605,0.03846153989434242,3.2588489055633545
7,0.03684615343809128,3.259850025177002,0.03846153989434242,3.2596189975738525
8,0.038769230246543884,3.2601163387298584,0.03846153989434242,3.2595508098602295
9,0.03676922991871834,3.2602782249450684,0.03846153989434242,3.2588891983032227
10,0.03473076969385147,3.2600319385528564,0.03846153989434242,3.258904457092285
