loss,accuracy,val_loss,val_accuracy
3.2579684257507324,0.04065384715795517,3.2570157051086426,0.03365384787321091
3.1559455394744873,0.11496153473854065,2.8535544872283936,0.1794871836900711
2.4892942905426025,0.23653845489025116,2.626471519470215,0.22596153616905212
2.1938304901123047,0.31103846430778503,2.671830177307129,0.24839743971824646
2.0311763286590576,0.36149999499320984,2.6615796089172363,0.2532051205635071
1.8901413679122925,0.40857693552970886,2.681873083114624,0.2548076808452606
1.7553727626800537,0.44984614849090576,2.719428539276123,0.2708333432674408
1.6430057287216187,0.48788461089134216,2.6695899963378906,0.2964743673801422
1.54317307472229,0.5184615254402161,2.7135136127471924,0.3173076808452606
1.442584753036499,0.5503076910972595,2.721501350402832,0.32371795177459717
1.3589900732040405,0.579807698726654,2.728883743286133,0.33493590354919434
