loss,accuracy,val_loss,val_accuracy
3.251645088195801,0.08292307704687119,3.2101080417633057,0.13461539149284363
2.758657217025757,0.21857692301273346,2.6613523960113525,0.18589743971824646
2.152670383453369,0.3584230840206146,2.7538435459136963,0.21955128014087677
1.9483298063278198,0.41869232058525085,2.862924337387085,0.23397435247898102
1.8065276145935059,0.46096155047416687,2.950392961502075,0.24839743971824646
1.6822340488433838,0.4969615340232849,3.0453007221221924,0.2580128312110901
1.5755622386932373,0.5270000100135803,3.165863513946533,0.2628205120563507
1.4781259298324585,0.5543461441993713,3.137357234954834,0.2868589758872986
1.3912361860275269,0.5817692279815674,3.222827196121216,0.29006409645080566
1.3117080926895142,0.6075769066810608,3.243581533432007,0.2916666567325592
