loss,accuracy,val_loss,val_accuracy
3.2447640895843506,0.12303846329450607,3.2266411781311035,0.17307692766189575
3.12461256980896,0.30307692289352417,3.054651975631714,0.20192307233810425
2.771618127822876,0.43738460540771484,2.7353758811950684,0.28044870495796204
2.294511079788208,0.5500384569168091,2.4840118885040283,0.31891027092933655
1.8906456232070923,0.6187692284584045,2.373164415359497,0.32692307233810425
1.5963680744171143,0.661884605884552,2.3470518589019775,0.3461538553237915
1.3828072547912598,0.6913461685180664,2.3655858039855957,0.3669871687889099
1.2262561321258545,0.7121922969818115,2.4227640628814697,0.3782051205635071
1.107439637184143,0.7277307510375977,2.516374349594116,0.3782051205635071
1.0165705680847168,0.739961564540863,2.6004652976989746,0.3782051205635071
0.9466258883476257,0.751230776309967,2.729159116744995,0.3701923191547394
0.8908186554908752,0.7606154084205627,2.798027753829956,0.3830128312110901
0.8456376791000366,0.7677307724952698,2.9037513732910156,0.3878205120563507
0.808125376701355,0.7764999866485596,3.0729904174804688,0.37339743971824646
