accuracy,loss,val_accuracy,val_loss
0.045192308723926544,3.2573938369750977,0.07532051205635071,3.25317645072937
0.13907691836357117,3.033395767211914,0.1458333283662796,2.789623737335205
0.29238462448120117,2.3515994548797607,0.20512820780277252,2.7214150428771973
0.3604615330696106,2.0908613204956055,0.24358974397182465,2.696533203125
0.41330769658088684,1.9173166751861572,0.25961539149284363,2.7507195472717285
0.4541153907775879,1.7768945693969727,0.26442307233810425,2.7787718772888184
0.4870384633541107,1.6599041223526,0.2916666567325592,2.781714916229248
0.5159230828285217,1.558087944984436,0.29006409645080566,2.7511067390441895
0.551230788230896,1.4601011276245117,0.29487180709838867,2.8142447471618652
0.5764230489730835,1.379130482673645,0.28044870495796204,2.7994327545166016
0.5976153612136841,1.306288719177246,0.31089743971824646,2.863889217376709
0.6194230914115906,1.2426668405532837,0.3205128312110901,2.819760799407959
