accuracy,loss,val_accuracy,val_loss
0.39759406447410583,2.1276628971099854,0.48557692766189575,2.859678268432617
0.59375,0.6285041570663452,0.49038460850715637,2.8550896644592285
0.742365837097168,0.8957298398017883,0.754807710647583,0.7096320390701294
0.828125,0.23497197031974792,0.754807710647583,0.705851137638092
0.8276526927947998,0.5979825258255005,0.8012820482254028,0.6483525633811951
0.890625,0.237519770860672,0.8092948794364929,0.6490946412086487
0.8613124489784241,0.47399258613586426,0.817307710647583,0.574488639831543
0.890625,0.1922808438539505,0.8205128312110901,0.5711408853530884
0.8862970471382141,0.39914804697036743,0.8782051205635071,0.40423673391342163
0.921875,0.15567323565483093,0.879807710647583,0.3987211287021637
0.8975555300712585,0.3537064492702484,0.8830128312110901,0.3532644808292389
0.921875,0.14156073331832886,0.8830128312110901,0.3504261374473572
0.9056909084320068,0.31960853934288025,0.7964743375778198,0.6338033080101013
0.90625,0.14103993773460388,0.7996794581413269,0.6207089424133301
0.9145974516868591,0.2969101369380951,0.8830128312110901,0.3581889271736145
0.953125,0.07425530254840851,0.879807710647583,0.357422411441803
0.9207664728164673,0.2757645547389984,0.8894230723381042,0.3772044777870178
0.875,0.20997697114944458,0.8910256624221802,0.369706392288208
0.9270511865615845,0.2543778121471405,0.875,0.3592792749404907
0.9375,0.08751053363084793,0.8733974099159241,0.3708328604698181
