epoch,accuracy,loss,val_accuracy,val_loss
0,0.04269230738282204,3.2580766677856445,0.03365384787321091,3.2580716609954834
1,0.04384615272283554,3.2580533027648926,0.036858975887298584,3.258057117462158
2,0.04130769148468971,3.2580363750457764,0.03846153989434242,3.2580478191375732
3,0.04007692262530327,3.258021593093872,0.036858975887298584,3.2580368518829346
4,0.039038460701704025,3.258007764816284,0.036858975887298584,3.2580316066741943
5,0.039538461714982986,3.257999897003174,0.036858975887298584,3.2580296993255615
6,0.039615385234355927,3.2579941749572754,0.036858975887298584,3.2580299377441406
7,0.038730770349502563,3.257991075515747,0.036858975887298584,3.2580301761627197
8,0.039115384221076965,3.257988214492798,0.036858975887298584,3.258028745651245
9,0.039230767637491226,3.2579855918884277,0.036858975887298584,3.2580294609069824
10,0.039038460701704025,3.2579751014709473,0.036858975887298584,3.2580316066741943
11,0.04007692262530327,3.2579710483551025,0.036858975887298584,3.258030652999878
12,0.042307693511247635,3.257965087890625,0.036858975887298584,3.2580294609069824
13,0.03973076865077019,3.257960319519043,0.036858975887298584,3.258028507232666
14,0.04096153751015663,3.2579565048217773,0.036858975887298584,3.258026599884033
15,0.04096153751015663,3.257953643798828,0.036858975887298584,3.258023500442505
16,0.04569230601191521,3.257948398590088,0.036858975887298584,3.258021354675293
17,0.04169230908155441,3.2579450607299805,0.036858975887298584,3.2580227851867676
18,0.04269230738282204,3.257944107055664,0.036858975887298584,3.258023500442505
19,0.04107692465186119,3.257941722869873,0.036858975887298584,3.2580225467681885
20,0.04330769181251526,3.257941722869873,0.03846153989434242,3.258018970489502
21,0.042076922953128815,3.2579383850097656,0.03846153989434242,3.2580175399780273
22,0.04161538556218147,3.257937431335449,0.03846153989434242,3.258016347885132
23,0.04634615406394005,3.25793719291687,0.03846153989434242,3.2580173015594482
24,0.048307690769433975,3.2579336166381836,0.04006410390138626,3.2580180168151855
25,0.05330769345164299,3.2579333782196045,0.04326923191547394,3.258017063140869
26,0.05611538514494896,3.2579312324523926,0.036858975887298584,3.2580151557922363
27,0.04919230937957764,3.257927656173706,0.03365384787321091,3.258016347885132
28,0.04699999839067459,3.2579267024993896,0.03365384787321091,3.2580149173736572
29,0.04723076894879341,3.2579259872436523,0.035256411880254745,3.258014678955078
30,0.048423077911138535,3.257925510406494,0.03365384787321091,3.2580149173736572
31,0.04619230702519417,3.2579240798950195,0.035256411880254745,3.258014678955078
32,0.04788461700081825,3.2579243183135986,0.035256411880254745,3.2580127716064453
33,0.04942307621240616,3.257924795150757,0.035256411880254745,3.2580137252807617
34,0.05053846165537834,3.2579233646392822,0.03846153989434242,3.2580127716064453
35,0.0506538450717926,3.2579243183135986,0.03846153989434242,3.2580134868621826
36,0.04800000041723251,3.2579236030578613,0.035256411880254745,3.2580130100250244
37,0.045346152037382126,3.257922410964966,0.035256411880254745,3.258012533187866
38,0.04788461700081825,3.257922410964966,0.03846153989434242,3.258011817932129
39,0.04776922985911369,3.2579236030578613,0.03846153989434242,3.258012056350708
40,0.04792307689785957,3.257920742034912,0.04006410390138626,3.2580113410949707
41,0.04753846302628517,3.257920026779175,0.04006410390138626,3.2580106258392334
42,0.048423077911138535,3.2579197883605957,0.03846153989434242,3.258010149002075
43,0.05223076790571213,3.2579174041748047,0.04006410390138626,3.258007049560547
44,0.05076923221349716,3.2579188346862793,0.04326923191547394,3.258007049560547
45,0.048769231885671616,3.2579190731048584,0.04326923191547394,3.2580082416534424
46,0.051923077553510666,3.257917642593384,0.04006410390138626,3.258007526397705
47,0.04980769380927086,3.2579190731048584,0.0416666679084301,3.2580082416534424
48,0.05338461697101593,3.257917642593384,0.04006410390138626,3.258009195327759
49,0.04780769348144531,3.25791597366333,0.0416666679084301,3.258007526397705
50,0.042423076927661896,3.2579166889190674,0.0416666679084301,3.258007049560547
51,0.04450000077486038,3.2579152584075928,0.0416666679084301,3.2580065727233887
52,0.04269230738282204,3.2579150199890137,0.0416666679084301,3.2580056190490723
53,0.044884614646434784,3.2579116821289062,0.0416666679084301,3.258005380630493
54,0.041730768978595734,3.257910966873169,0.04006410390138626,3.2580058574676514
55,0.0435769222676754,3.2579121589660645,0.04006410390138626,3.2580060958862305
56,0.04126923158764839,3.257910966873169,0.04006410390138626,3.258005142211914
57,0.04061538353562355,3.2579116821289062,0.04006410390138626,3.2580058574676514
58,0.04419230669736862,3.2579116821289062,0.04006410390138626,3.258004903793335
59,0.04149999842047691,3.2579081058502197,0.04006410390138626,3.258004903793335
60,0.039230767637491226,3.2579097747802734,0.04006410390138626,3.2580058574676514
61,0.03992307558655739,3.2579095363616943,0.04006410390138626,3.258007049560547
62,0.04034615308046341,3.25791072845459,0.04006410390138626,3.258007049560547
